Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
5,78,No,5,9,66,excellent
4,96,Yes,7,7,78,review
,66,Yes,5,0,43,excellent
3,93,No,5,1,72,review
3,88,Yes,7,7,69,review
4,43,No,6,1,24,excellent
,63,Yes,5,9,47,excellent
5,62,No,7,8,45,excellent
4,87,Yes,9,2,72,excellent
8,58,Yes,8,2,51,review
6,81,Yes,8,5,73,excellent
6,42,Yes,8,2,28,review
,66,No,6,8,56,excellent
7,42,No,5,7,29,review
8,67,Yes,5,3,60,excellent
2,56,No,4,5,28,excellent
9,70,Yes,8,7,66,review
1,49,Yes,6,3,21,excellent
8,88,No,7,4,84,review
4,61,No,6,6,42,review
4,69,No,5,7,51,excellent
5,88,No,8,6,74,review
,60,No,4,7,50,review
,75,No,9,3,62,excellent
8,92,No,6,0,90,excellent
,62,Yes,4,5,32,review
9,77,No,5,4,71,excellent
6,51,Yes,7,3,37,excellent
3,64,No,6,1,42,excellent
8,93,No,9,0,85,excellent
9,96,Yes,5,8,96,excellent
6,59,Yes,8,1,51,excellent
7,88,Yes,6,8,82,review
1,88,Yes,4,5,64,review
5,81,No,,5,67,excellent
5,46,No,5,1,32,excellent
4,68,Yes,5,5,50,excellent
6,87,Yes,4,2,73,review
7,68,No,9,6,62,review
9,52,No,5,9,48,excellent
1,42,Yes,6,3,20,excellent
6,41,No,9,8,33,excellent
7,55,No,4,4,43,excellent
3,69,Yes,5,9,49,review
8,77,Yes,5,2,70,excellent
5,45,Yes,6,0,28,excellent
9,84,Yes,5,0,82,review
5,46,No,,3,29,review
9,44,Yes,8,9,42,excellent
,95,No,9,9,79,excellent
9,46,No,6,3,41,review
5,73,No,7,8,61,review
9,71,No,5,7,69,review
3,88,Yes,8,3,68,review
4,52,No,9,5,38,excellent
9,69,Yes,4,6,67,excellent
6,64,No,7,9,54,excellent
2,60,Yes,4,7,39,excellent
7,99,No,7,3,93,review
2,98,No,8,0,76,review
,60,Yes,9,4,39,review
1,67,Yes,8,0,38,review
3,87,Yes,,3,69,review
6,97,Yes,,6,88,excellent
8,59,No,6,6,54,excellent
9,73,No,9,0,68,excellent
7,44,No,4,8,33,excellent
4,57,No,6,1,40,excellent
6,99,No,6,4,87,excellent
,78,Yes,5,5,64,review
8,82,Yes,4,0,70,excellent
1,96,No,7,1,70,review
1,96,Yes,5,6,72,review
6,50,No,5,5,38,review
2,93,No,8,5,71,excellent
5,56,Yes,7,5,40,excellent
1,87,No,6,6,58,excellent
7,84,Yes,9,9,77,excellent
1,61,No,6,8,38,excellent
4,76,Yes,6,8,60,excellent
9,59,No,8,1,57,excellent
,87,No,6,1,63,excellent
4,99,Yes,4,4,82,review
6,93,No,6,9,84,review
,93,No,6,6,84,excellent
8,87,Yes,4,2,77,review
1,87,Yes,8,2,61,excellent
7,85,Yes,5,3,73,excellent
1,45,No,7,2,15,excellent
7,73,Yes,8,2,64,review
3,53,Yes,6,7,33,excellent
8,87,Yes,5,6,78,review
3,62,No,7,6,43,excellent
1,59,Yes,7,9,34,excellent
8,52,No,7,1,48,excellent
3,86,No,4,8,66,excellent
2,83,Yes,4,5,60,review
1,80,No,5,2,53,excellent
,71,No,6,8,51,review
2,65,No,5,8,43,review
2,89,No,6,5,68,review
,92,No,8,9,80,excellent
1,53,Yes,7,5,26,review
2,91,Yes,7,7,70,review
6,96,Yes,4,7,85,excellent
3,75,No,8,5,57,excellent
4,47,Yes,9,6,30,review
,79,No,8,3,56,excellent
8,61,No,6,0,53,excellent
7,61,No,8,3,52,review
7,55,No,,7,47,excellent
3,66,Yes,,7,48,excellent
3,95,No,5,1,78,excellent
2,99,Yes,6,6,79,review
1,99,Yes,5,0,75,excellent
7,49,No,9,1,40,review
7,64,Yes,6,7,59,excellent
2,70,Yes,7,9,49,review
7,60,Yes,9,3,48,review
,66,No,5,2,60,review
1,56,No,4,1,29,excellent
9,72,No,9,5,68,review
7,70,Yes,9,3,63,review
3,89,Yes,9,2,71,review
8,81,No,5,2,76,excellent
7,65,No,5,9,57,review
8,60,Yes,6,2,54,excellent
6,75,No,7,7,61,review
9,40,No,9,8,34,review
5,43,Yes,6,8,32,excellent
3,43,Yes,6,4,23,excellent
3,65,No,7,0,44,review
1,43,No,6,9,18,review
8,88,No,7,4,82,review
2,48,No,4,0,18,excellent
3,69,Yes,7,8,52,review
8,90,No,8,9,88,excellent
,84,No,7,7,78,review
4,43,Yes,7,6,26,review
4,44,Yes,8,1,26,review
5,84,Yes,7,1,74,excellent
6,62,Yes,5,3,52,excellent
5,55,Yes,6,8,40,review
,61,Yes,6,8,54,excellent
2,76,Yes,4,7,51,review
7,47,No,,4,35,excellent
7,87,No,8,6,79,excellent
1,72,Yes,5,8,45,review
7,94,No,4,2,81,excellent
5,99,No,6,3,87,excellent
3,77,Yes,4,1,56,review
3,82,Yes,4,8,65,excellent
4,55,Yes,7,6,38,review
2,44,Yes,,5,17,excellent
,55,Yes,8,4,35,review
1,46,No,,6,20,excellent
5,90,No,8,2,75,review
4,40,Yes,8,4,26,review
,48,Yes,9,1,23,review
3,57,No,5,4,38,review
7,84,No,9,6,78,excellent
7,97,No,9,9,91,review
,86,Yes,7,6,67,excellent
5,42,Yes,8,8,31,review
5,63,No,5,2,49,excellent
6,67,Yes,6,7,57,excellent
9,49,No,6,4,45,excellent
2,48,Yes,5,6,22,excellent
5,52,Yes,8,0,35,excellent
3,87,No,8,0,65,excellent
4,74,No,,3,53,review
,93,Yes,7,4,79,excellent
8,62,No,9,9,57,excellent
,86,Yes,6,2,58,review
8,56,No,,5,50,excellent
7,85,No,5,2,75,review
1,46,Yes,6,4,17,excellent
2,91,Yes,8,0,70,review
3,55,Yes,6,2,36,excellent
1,92,No,4,6,61,excellent
9,79,No,6,2,78,excellent
8,75,Yes,7,4,71,excellent
2,59,No,5,6,36,excellent
9,63,Yes,8,1,63,review
7,86,Yes,8,2,78,review
9,44,Yes,7,3,39,review
6,84,Yes,7,4,70,review
6,45,Yes,7,8,34,review
4,67,No,,8,49,excellent
2,98,No,5,3,71,excellent
7,44,Yes,,8,34,excellent
5,88,No,7,3,77,review
6,78,Yes,5,1,67,review
2,77,No,7,9,52,excellent
5,41,No,5,0,25,review
4,82,Yes,8,6,68,review
,78,No,4,3,76,review
,93,Yes,,7,85,review
2,60,No,7,7,40,review
1,79,Yes,7,7,56,review
5,76,Yes,6,5,62,review
9,98,Yes,9,8,99,excellent
6,57,Yes,8,3,46,review
7,93,Yes,7,4,86,review
5,87,Yes,4,3,73,excellent
,85,No,8,4,74,excellent
5,51,Yes,7,1,37,review
9,56,No,4,4,50,excellent
6,76,Yes,6,9,65,review
8,85,No,6,7,79,review
2,77,Yes,4,8,53,excellent
9,54,Yes,8,6,55,excellent
5,46,No,4,6,31,review
7,53,Yes,9,5,47,excellent
1,89,Yes,4,1,63,excellent
5,40,Yes,6,9,27,review
2,77,Yes,,9,53,review
6,42,No,6,8,33,review
1,76,Yes,9,4,56,excellent
3,83,No,7,5,65,review
5,70,Yes,9,0,55,excellent
4,82,Yes,7,4,67,review
3,52,Yes,9,5,32,review
5,87,Yes,5,9,73,excellent
,57,No,7,1,45,excellent
4,56,Yes,8,6,43,review
1,56,Yes,8,3,32,review
7,50,Yes,6,4,42,excellent
8,59,No,9,2,55,review
3,49,No,4,4,28,review
6,68,No,6,3,58,excellent
2,87,No,4,9,67,excellent
7,73,Yes,9,5,66,review
8,56,Yes,6,1,46,excellent
6,93,No,6,2,79,excellent
6,91,Yes,8,9,83,review
5,81,Yes,,0,63,excellent
8,52,No,5,6,45,review
1,83,Yes,5,8,63,review
4,86,No,6,1,70,review
,78,No,9,6,58,review
3,66,No,6,2,50,excellent
3,93,No,8,4,77,review
4,92,No,4,5,75,excellent
1,65,No,6,7,40,review
2,67,Yes,9,3,43,review
9,52,Yes,5,1,47,excellent
2,51,Yes,4,2,22,excellent
5,83,No,,7,71,excellent
9,67,No,4,6,63,excellent
,41,No,8,5,37,review
8,76,Yes,5,4,72,excellent
1,96,Yes,9,4,73,review
1,96,No,4,0,72,excellent
9,73,No,5,5,68,excellent
8,62,No,6,8,59,review
,97,No,9,7,97,review
7,91,No,9,9,83,excellent
3,84,Yes,7,0,65,excellent
,68,No,4,5,47,review
2,74,No,5,2,51,excellent
5,50,No,4,5,32,excellent
3,87,No,6,8,63,review
6,72,Yes,6,5,60,review
2,90,No,9,7,70,excellent
3,50,No,9,5,32,review
5,48,No,5,5,32,review
1,53,Yes,8,6,29,excellent
1,48,No,,9,21,excellent
9,78,Yes,4,3,74,excellent
7,87,No,6,7,81,review
1,42,No,4,3,11,excellent
8,68,No,5,6,65,excellent
3,58,No,7,0,37,review
8,75,No,,8,75,excellent
5,71,No,6,9,61,excellent
1,46,No,9,8,17,excellent
7,94,No,9,6,87,excellent
5,67,No,9,7,52,review
6,83,Yes,7,1,71,excellent
6,57,Yes,4,9,46,excellent
8,99,Yes,8,9,99,excellent
9,44,Yes,9,6,40,excellent
,62,No,5,0,42,review
9,94,No,9,2,91,review
9,61,Yes,9,5,57,review
7,65,Yes,4,4,58,excellent
1,81,Yes,5,4,55,review
7,51,Yes,4,8,46,excellent
5,79,No,9,5,64,review
6,58,Yes,4,2,45,review
7,86,No,4,1,78,review
,40,No,6,8,24,excellent
7,42,No,7,9,36,excellent
9,66,Yes,8,3,65,excellent
3,57,Yes,7,4,35,excellent
8,89,No,7,8,87,review
2,69,Yes,5,4,45,review
7,41,Yes,6,6,35,excellent
2,44,No,6,1,18,excellent
4,68,No,4,1,46,review
7,72,Yes,7,3,63,excellent
3,81,No,8,7,62,review
2,59,Yes,,1,35,review
7,69,Yes,6,9,63,review
1,81,No,4,6,58,excellent
8,44,No,8,0,37,review
3,89,Yes,7,8,74,review
2,60,No,8,9,40,review
3,97,Yes,6,5,78,review
5,54,No,5,0,38,excellent
,59,Yes,7,9,55,review
7,47,No,5,5,39,review
7,88,Yes,9,4,84,excellent
,70,Yes,8,4,60,review
8,51,No,8,4,47,review
1,60,Yes,4,3,34,review
4,69,Yes,7,6,54,excellent
,66,Yes,8,8,56,excellent
9,83,Yes,6,3,82,review
2,65,Yes,9,1,45,excellent
1,72,No,6,1,45,excellent
2,65,Yes,5,1,43,excellent
7,65,Yes,9,6,57,review
3,75,Yes,9,3,56,review
,79,No,6,3,56,excellent
,40,No,8,0,30,excellent
2,98,Yes,6,3,75,excellent
3,54,Yes,7,5,33,review
7,89,No,5,1,80,review
4,40,No,9,3,27,excellent
1,50,Yes,7,6,26,excellent
5,94,No,,8,81,review
9,41,Yes,8,1,41,review
8,40,Yes,6,7,34,review
9,70,Yes,4,5,68,excellent
9,83,No,9,7,83,excellent
7,55,Yes,,1,44,excellent
4,93,Yes,4,0,75,excellent
5,61,No,8,6,52,review
,81,Yes,8,8,56,excellent
1,57,Yes,9,8,37,excellent
3,86,Yes,5,1,67,excellent
8,56,No,9,3,50,excellent
2,69,No,8,0,46,review
4,49,Yes,8,6,31,excellent
2,74,No,5,1,51,excellent
5,97,Yes,7,3,82,excellent
9,60,Yes,7,1,58,review
1,55,No,5,0,31,excellent
5,45,No,5,6,29,review
9,42,Yes,7,5,40,review
1,80,No,7,1,51,review
9,82,No,7,3,79,excellent
8,60,No,7,2,52,review
4,52,Yes,9,2,36,review
5,57,Yes,9,2,43,excellent
,97,No,6,3,81,excellent
6,93,Yes,5,0,81,excellent
7,99,Yes,4,0,84,review
8,63,No,6,6,55,excellent
8,66,Yes,4,4,64,review
2,93,No,4,2,68,review
9,43,Yes,8,8,41,review
7,61,Yes,5,4,53,excellent
4,63,No,9,9,50,review
4,79,Yes,6,2,65,review
8,84,No,5,8,78,review
4,49,Yes,7,0,31,review
6,41,Yes,5,8,30,excellent
5,79,Yes,4,4,64,excellent
,45,No,9,5,26,review
2,87,Yes,7,1,66,review
9,57,Yes,5,7,55,review
9,56,No,5,2,52,excellent
1,77,No,9,0,57,review
3,84,Yes,4,6,68,review
8,62,No,7,2,57,excellent
6,85,No,4,3,75,review
5,69,No,9,4,54,review
5,97,No,,0,82,review
6,60,Yes,6,8,51,review
,49,No,6,6,43,excellent
1,95,Yes,8,1,68,excellent
9,82,Yes,6,0,77,review
3,52,Yes,9,1,33,review
4,51,No,9,2,37,excellent
1,48,No,9,2,23,excellent
,43,Yes,7,7,26,review
,78,Yes,8,4,56,excellent
2,63,No,7,8,42,review
1,93,No,6,2,65,excellent
8,73,Yes,6,5,66,excellent
3,78,No,5,3,57,excellent
3,80,No,7,7,59,review
6,44,Yes,4,0,28,review
8,54,No,5,3,46,excellent
,89,No,7,6,84,excellent
9,43,Yes,9,8,42,excellent
4,90,No,8,0,73,review
5,91,Yes,7,7,77,excellent
2,97,No,8,1,74,excellent
9,78,Yes,8,3,75,review
8,97,No,6,3,94,review
3,47,Yes,4,7,27,review
9,88,No,7,1,89,excellent
3,84,No,4,6,62,excellent
,63,No,,2,59,excellent
2,92,Yes,6,8,73,review
9,67,No,4,4,57,excellent
,94,Yes,5,7,90,excellent
9,82,No,8,4,80,review
,66,No,5,0,50,review
,40,No,9,8,18,review
8,73,No,4,9,68,excellent
6,56,No,4,6,39,review
8,76,No,4,3,67,review
5,77,Yes,9,6,69,review
2,65,Yes,,4,43,excellent
6,96,No,,9,84,review
5,63,No,8,8,50,review
5,78,No,8,1,65,review
1,99,No,7,3,74,review
2,60,No,4,5,35,review
,69,Yes,4,4,61,excellent
3,86,No,9,0,64,excellent
,90,No,5,8,66,excellent
8,87,Yes,7,8,81,excellent
8,96,Yes,,2,93,review
2,52,Yes,7,3,28,excellent
8,76,No,9,3,71,review
1,42,No,5,9,13,review
6,71,No,5,7,59,excellent
8,74,No,5,5,67,excellent
,58,No,4,1,35,excellent
8,53,Yes,6,3,46,excellent
1,87,No,5,0,59,excellent
9,61,No,8,2,57,excellent
9,56,No,4,3,51,excellent
5,98,Yes,6,7,80,excellent
4,43,No,8,2,22,review
6,84,No,6,4,71,review
,79,No,9,0,73,excellent
,58,No,6,3,40,review
9,76,Yes,8,1,75,review
3,41,Yes,7,3,24,review
7,54,Yes,6,4,45,review
5,41,No,,2,25,excellent
7,50,Yes,6,5,42,excellent
2,84,Yes,9,1,63,excellent
4,62,No,8,4,44,excellent
2,49,No,6,27,26,excellent
7,42,Yes,5,4,31,excellent
2,44,Yes,,8,26,excellent
1,42,Yes,5,5,15,review
9,77,Yes,9,6,77,review
1,52,No,9,7,31,review
8,81,No,6,8,75,excellent
2,58,Yes,8,4,34,excellent
8,79,Yes,8,7,74,excellent
3,89,Yes,4,1,68,excellent
6,74,No,8,9,64,review
,63,No,7,8,43,review
,63,No,6,1,54,excellent
9,56,Yes,5,4,53,review
2,79,No,8,5,56,excellent
5,49,Yes,5,3,34,excellent
6,41,Yes,4,7,27,excellent
4,83,No,6,9,66,review
4,62,Yes,8,2,41,excellent
4,45,No,5,4,25,excellent
2,41,No,9,1,20,excellent
4,60,Yes,8,2,45,excellent
,94,Yes,4,7,70,excellent
6,95,No,9,4,86,review
1,74,No,,2,46,excellent
6,88,No,5,4,73,excellent
1,68,No,6,8,42,review
6,46,No,6,2,27,review
8,68,No,5,9,64,review
2,92,No,9,6,71,excellent
2,76,Yes,6,7,56,review
4,62,No,5,4,43,review
3,72,Yes,9,2,50,excellent
4,47,Yes,7,5,31,excellent
7,51,No,8,2,42,review
1,85,No,7,8,60,review
6,87,No,7,1,76,review
3,49,No,8,2,28,review
7,54,No,5,6,45,review
2,92,Yes,5,9,71,excellent
2,63,Yes,6,7,44,excellent
4,65,No,4,4,48,excellent
1,86,No,5,4,57,review
3,81,No,8,4,61,excellent
9,92,No,4,3,86,excellent
7,99,Yes,8,8,95,review
7,78,Yes,8,5,70,review
4,97,Yes,8,7,81,excellent
2,42,No,4,7,18,excellent
4,41,No,7,4,24,review
6,45,No,9,8,32,excellent
3,60,Yes,8,1,40,excellent
1,48,Yes,6,7,25,excellent
8,49,Yes,5,2,41,review
5,75,No,9,6,66,excellent
5,98,Yes,5,8,83,review
4,42,No,5,4,22,excellent
6,80,Yes,4,7,70,excellent
3,63,No,6,3,42,review
9,61,No,,0,56,excellent
5,88,No,9,0,72,review
3,53,No,6,5,31,excellent
1,81,Yes,6,7,60,review
6,84,Yes,,9,74,excellent
,83,Yes,9,1,62,review
3,66,No,7,3,44,excellent
1,72,Yes,6,2,46,excellent
9,99,No,6,8,96,excellent
8,61,Yes,4,2,51,review
2,68,Yes,4,7,43,excellent
8,58,No,6,6,51,review
9,58,No,7,0,58,excellent
1,45,No,6,7,23,excellent
5,84,Yes,6,8,67,excellent
8,58,No,6,7,50,excellent
,52,Yes,8,9,31,review
4,98,Yes,7,9,83,excellent
7,65,Yes,5,0,55,review
3,61,No,6,6,44,excellent
5,60,Yes,5,8,45,excellent
8,75,No,7,4,73,excellent
3,95,No,6,1,76,excellent
4,41,Yes,5,7,23,review
9,86,Yes,9,8,84,excellent
7,83,Yes,5,6,73,review
1,69,Yes,7,4,48,excellent
,66,No,6,7,50,excellent
4,46,No,8,5,30,review
9,59,No,7,3,51,review
,89,No,8,0,76,review
9,70,No,6,5,66,excellent
6,62,No,5,7,50,review
6,52,No,9,2,40,excellent
5,56,No,9,6,42,excellent
5,43,No,7,6,29,review
,96,Yes,7,8,77,review
8,53,Yes,7,0,45,excellent
8,59,No,4,4,49,review
1,99,No,9,7,74,excellent
,52,Yes,9,2,45,review
5,42,Yes,6,4,27,review
2,65,Yes,,0,44,excellent
2,65,No,7,8,42,review
6,57,Yes,7,3,43,excellent
9,71,Yes,8,4,68,excellent
1,53,Yes,4,2,29,review
6,86,Yes,5,1,73,review
9,42,Yes,9,6,39,review
,40,No,6,4,30,review
6,65,Yes,5,9,53,excellent
3,63,No,5,2,38,excellent
8,88,Yes,6,1,82,review
9,74,Yes,7,9,72,review
1,53,Yes,9,5,24,review
,42,Yes,8,9,44,review
6,52,Yes,7,5,45,excellent
6,86,No,7,2,75,excellent
4,89,No,4,8,75,review
1,53,No,5,0,26,review
8,60,No,5,2,49,excellent
2,65,No,9,0,42,review
1,42,No,,6,14,excellent
2,90,No,8,1,64,review
1,79,Yes,8,3,54,excellent
1,43,No,8,3,16,excellent
9,75,Yes,,7,73,review
1,90,Yes,9,3,67,excellent
,82,No,8,2,69,excellent
6,40,Yes,4,9,28,review
7,79,Yes,4,2,67,review
2,86,No,7,4,62,excellent
6,72,Yes,7,5,60,excellent
7,46,No,9,6,43,excellent
2,92,Yes,7,4,70,excellent
2,91,No,7,6,70,excellent
7,91,Yes,4,3,84,excellent
1,95,No,7,4,72,excellent
8,50,Yes,4,5,44,review
,66,No,,8,46,excellent
6,53,Yes,8,5,41,review
9,61,Yes,9,9,58,review
6,55,No,6,0,44,excellent
9,85,Yes,7,6,89,review
7,51,No,8,2,45,review
9,88,Yes,8,5,87,review
2,85,Yes,9,1,61,excellent
8,49,No,5,6,41,excellent
8,63,Yes,5,0,57,excellent
2,85,No,9,1,62,excellent
4,57,Yes,4,8,39,review
7,61,Yes,6,8,54,review
4,48,Yes,9,6,33,review
4,56,Yes,5,1,42,review
6,77,No,6,4,70,review
6,79,No,8,3,67,review
3,97,Yes,9,1,80,review
,52,Yes,4,1,44,excellent
2,89,No,6,9,69,excellent
6,76,Yes,5,7,66,excellent
7,45,No,8,4,35,excellent
9,60,Yes,9,7,61,review
3,90,Yes,7,1,68,excellent
3,75,No,8,1,55,review
7,46,Yes,5,2,36,excellent
4,75,No,9,9,56,excellent
8,64,No,5,7,58,excellent
,50,No,7,7,40,excellent
5,83,No,8,2,68,excellent
7,53,No,6,0,43,excellent
3,84,No,6,6,61,review
2,68,Yes,8,3,45,excellent
6,49,No,6,2,36,review
2,89,No,9,4,67,excellent
3,87,Yes,8,5,67,review
6,44,No,8,0,29,review
,47,Yes,5,8,31,excellent
8,85,No,4,5,74,review
9,44,No,5,2,37,excellent
3,97,No,6,0,79,review
3,99,Yes,4,8,76,excellent
3,63,Yes,8,1,45,excellent
6,79,No,6,9,65,excellent
1,96,No,7,5,72,review
7,65,Yes,,5,62,review
1,45,Yes,4,2,19,excellent
5,55,Yes,4,5,39,review
,99,No,8,1,93,review
4,75,Yes,9,7,62,excellent
,51,Yes,7,0,37,review
4,50,Yes,8,5,34,review
4,42,Yes,7,0,23,review
8,83,Yes,7,8,79,review
2,76,Yes,8,8,51,excellent
,45,Yes,6,5,18,review
3,58,No,,5,41,excellent
9,57,Yes,7,8,57,review
4,55,No,4,4,36,review
5,62,No,8,8,47,excellent
2,82,Yes,9,4,65,review
4,76,No,6,3,57,excellent
2,48,No,7,1,22,excellent
2,42,Yes,9,1,20,review
4,47,No,6,0,27,excellent
6,77,Yes,8,9,64,review
7,43,Yes,9,2,32,review
3,51,Yes,4,0,29,review
3,83,Yes,7,5,62,excellent
6,70,Yes,7,6,56,review
3,64,Yes,9,8,43,excellent
2,92,Yes,6,6,70,excellent
8,55,No,8,3,49,review
5,81,Yes,5,3,68,review
1,93,No,7,7,66,excellent
3,53,Yes,4,3,31,excellent
8,52,Yes,7,0,44,review
4,80,Yes,7,8,65,excellent
7,46,No,5,2,36,review
2,51,No,5,0,27,excellent
7,76,No,8,8,71,excellent
5,89,No,7,9,76,excellent
5,43,No,7,9,31,excellent
,41,No,6,4,26,excellent
9,74,Yes,6,8,69,excellent
6,97,Yes,9,2,90,excellent
8,83,No,9,5,79,review
7,42,No,4,6,33,excellent
9,43,No,4,4,40,review
4,77,No,6,7,58,review
2,51,No,9,9,28,review
7,58,Yes,4,5,50,review
6,49,Yes,7,5,37,review
1,40,Yes,9,6,15,excellent
9,56,Yes,5,7,50,review
9,55,Yes,9,1,55,excellent
2,48,Yes,7,6,25,review
3,96,Yes,6,8,79,review
5,92,Yes,8,0,79,review
5,48,No,8,0,36,review
1,98,No,6,6,69,excellent
8,94,Yes,,4,83,excellent
,48,Yes,4,0,44,review
4,51,Yes,9,0,36,review
7,94,No,9,1,84,excellent
3,80,No,4,9,58,review
6,54,Yes,8,8,44,review
9,41,No,6,2,36,excellent
1,50,Yes,6,8,23,review
5,50,Yes,5,5,33,excellent
,47,Yes,8,9,31,excellent
,94,Yes,6,5,90,review
1,71,Yes,5,6,45,review
9,45,No,4,9,40,excellent
6,92,Yes,8,7,81,review
4,59,Yes,8,2,47,excellent
9,78,Yes,6,7,75,excellent
5,74,Yes,6,5,61,review
5,47,No,7,5,37,excellent
5,89,Yes,4,2,75,review
1,88,Yes,4,5,63,review
1,82,No,9,7,61,excellent
8,73,Yes,,6,70,excellent
8,96,Yes,5,9,91,excellent
6,92,Yes,7,9,80,review
4,98,Yes,9,6,83,excellent
2,95,No,4,2,72,review
2,58,Yes,5,9,35,excellent
9,46,Yes,4,2,41,excellent
5,70,No,4,4,57,excellent
4,57,Yes,9,4,43,excellent
1,79,Yes,5,8,55,excellent
,53,No,6,8,42,excellent
,78,Yes,6,27,59,excellent
6,99,No,9,4,90,excellent
5,92,Yes,5,4,79,excellent
5,99,No,7,5,89,excellent
5,98,Yes,8,7,87,excellent
1,75,Yes,9,5,50,review
,56,No,4,5,33,review
3,76,Yes,9,8,58,excellent
,83,No,8,0,68,review
5,48,No,9,3,33,excellent
2,97,No,,9,73,review
8,59,No,4,9,50,review
2,84,Yes,8,1,59,excellent
9,96,No,6,8,93,excellent
2,67,Yes,7,2,47,review
9,89,Yes,9,9,89,excellent
7,59,No,,1,47,excellent
8,80,No,8,7,77,review
2,75,Yes,7,3,53,review
7,92,No,,1,87,review
6,66,Yes,6,3,53,review
4,47,No,8,6,28,review
7,71,Yes,5,6,66,review
,40,Yes,4,0,23,review
2,56,No,6,0,28,excellent
7,96,Yes,,2,89,excellent
8,48,Yes,7,1,38,excellent
2,59,No,6,2,37,review
5,84,No,5,3,66,excellent
1,71,No,9,6,44,excellent
,41,No,5,1,33,excellent
8,71,No,9,6,67,excellent
6,84,Yes,9,4,76,excellent
5,48,Yes,7,7,33,excellent
6,69,No,9,7,59,excellent
2,59,Yes,6,4,39,review
1,77,Yes,9,9,55,review
7,99,Yes,6,7,96,review
7,40,Yes,4,8,30,review
2,99,Yes,7,6,80,review
2,96,No,5,5,75,excellent
1,44,No,8,6,19,review
8,74,Yes,5,6,71,excellent
8,75,Yes,5,2,67,excellent
1,40,No,8,5,16,review
8,53,No,7,5,45,review
,48,No,9,8,44,review
4,69,No,4,0,50,excellent
1,63,Yes,5,6,37,excellent
1,43,No,9,0,15,review
3,89,No,,9,71,excellent
5,53,Yes,7,3,42,excellent
,64,No,7,6,49,review
9,43,No,6,5,41,excellent
2,64,No,7,5,40,excellent
2,49,No,7,4,25,review
,74,No,5,6,62,excellent
9,94,Yes,4,8,93,review
1,46,Yes,5,5,19,review
9,81,Yes,9,9,77,review
9,52,Yes,7,6,52,excellent
9,43,Yes,6,8,41,excellent
5,89,No,4,6,69,review
9,82,No,6,5,82,review
4,96,No,8,2,82,review
2,75,No,6,0,49,excellent
6,95,No,6,9,82,review
4,53,No,9,8,40,excellent
6,57,No,7,6,48,excellent
3,47,No,9,2,28,excellent
6,71,No,7,9,60,review
2,66,No,,8,43,review
2,81,No,7,2,59,review
9,76,No,7,2,71,excellent
7,62,No,7,6,52,excellent
3,46,Yes,6,1,27,excellent
1,51,No,,9,28,review
8,64,Yes,7,6,62,excellent
,42,No,8,6,27,review
7,65,No,8,0,55,review
9,43,No,5,9,39,excellent
5,81,Yes,5,1,66,review
1,75,Yes,4,4,46,excellent
7,54,No,9,3,47,excellent
5,71,No,5,2,59,excellent
3,68,No,7,9,46,review
9,49,No,8,7,47,review
1,60,Yes,9,6,39,review
1,93,Yes,4,8,67,review
1,55,No,5,2,26,excellent
3,86,Yes,6,9,68,excellent
6,58,Yes,9,0,49,review
3,68,No,4,8,45,excellent
8,91,No,7,8,88,excellent
2,90,No,9,0,67,review
9,57,Yes,8,7,54,review
3,97,No,7,9,75,review
,83,Yes,7,0,67,excellent
,96,No,9,5,91,excellent
2,55,No,6,8,30,excellent
6,40,Yes,6,2,29,review
5,87,Yes,9,5,75,excellent
9,41,Yes,9,2,41,review
5,95,Yes,9,4,84,excellent
2,54,Yes,8,6,31,excellent
5,78,Yes,5,9,64,review
4,67,No,7,3,48,excellent
7,40,Yes,9,3,29,excellent
6,44,Yes,5,6,33,excellent
2,81,No,8,4,59,review
5,61,Yes,7,0,45,review
7,92,Yes,5,9,86,excellent
7,75,No,7,1,65,excellent
,85,No,6,5,73,review
9,52,No,9,8,50,excellent
4,40,Yes,6,6,20,review
,55,No,4,3,36,excellent
4,94,Yes,8,1,78,review
,80,No,9,3,65,review
6,61,Yes,5,4,48,review
3,71,No,7,1,49,review
2,55,No,4,0,32,excellent
4,90,No,8,3,69,excellent
5,54,Yes,8,5,41,review
4,97,Yes,8,0,77,review
3,85,No,5,0,60,excellent
8,91,No,9,8,88,review
,81,No,6,4,61,excellent
2,92,No,4,1,69,excellent
2,51,Yes,5,1,29,excellent
1,99,No,7,3,73,excellent
4,40,No,5,1,22,review
9,92,Yes,7,3,93,excellent
7,56,Yes,7,5,46,excellent
7,80,No,8,6,74,review
7,94,No,5,5,83,excellent
8,90,Yes,6,3,84,excellent
1,96,Yes,7,9,71,review
8,89,No,8,2,82,review
4,67,Yes,6,3,49,excellent
4,46,Yes,5,4,27,review
4,48,No,6,3,29,review
6,61,No,5,2,50,review
7,65,Yes,7,0,53,review
6,92,No,4,2,80,review
,51,No,4,4,21,excellent
8,46,No,9,5,39,review
7,85,No,9,3,74,excellent
,86,No,,0,76,review
6,54,Yes,,9,43,review
5,77,Yes,5,6,61,review
6,60,No,4,8,48,review
9,53,No,5,5,48,review
9,41,No,7,5,40,excellent
,47,Yes,6,8,40,excellent
9,84,Yes,5,3,80,review
8,94,Yes,6,4,90,review
